month,year,quarter,artist,genre,country,region,total_streams,premium_streams,free_streams,premium_revenue_usd,ad_revenue_usd,total_revenue_usd,saves,playlist_adds,skip_rate,popularity_score,artist_trend
2023-09,2023,Q3,Olivia Rodrigo,Pop,Mexico,Americas,6625337,2318867,4306470,10.4,9134.65,9145.05,262716,235836,0.163,100,Rising
2023-09,2023,Q3,Imagine Dragons,Rock,Mexico,Americas,2752952,963533,1789419,4.01,2734.84,2738.85,90137,41945,0.145,100,Stable
2023-09,2023,Q3,Post Malone,Hip-Hop,Mexico,Americas,3322226,1162779,2159447,5.05,2712.71,2717.76,229999,160564,0.175,100,Declining
2023-09,2023,Q3,H.E.R.,R&B,Mexico,Americas,3480325,1218113,2262212,4.31,5222.72,5227.03,171214,140372,0.195,100,Rising
2023-09,2023,Q3,Bad Bunny,Latin,Colombia,Americas,2227253,668175,1559078,2.11,2422.74,2424.85,177549,59410,0.215,100,Stable
2023-09,2023,Q3,Peso Pluma,Latin,Colombia,Americas,12859776,3857932,9001844,13.72,20431.47,20445.19,587152,547532,0.22,100,Rising
2023-09,2023,Q3,Martin Garrix,Electronic,Colombia,Americas,3435377,1030613,2404764,3.73,6049.57,6053.3,184308,56225,0.166,100,Rising
2023-09,2023,Q3,J Balvin,Latin,Colombia,Americas,5977582,1793274,4184308,6.74,5558.72,5565.46,142706,259673,0.247,100,Rising
2023-09,2023,Q3,Rauw Alejandro,Latin,Colombia,Americas,5928369,1778510,4149859,5.9,7272.18,7278.08,174017,257351,0.217,100,Stable
2023-09,2023,Q3,Tyla,Afrobeats,Colombia,Americas,2607917,782375,1825542,2.63,3295.75,3298.38,183249,28872,0.083,100,Rising
2023-09,2023,Q3,Doja Cat,Pop,Colombia,Americas,4251511,1275453,2976058,3.98,8649.86,8653.84,261936,142073,0.167,100,Stable
2023-09,2023,Q3,Brent Faiyaz,R&B,Colombia,Americas,1768009,530402,1237607,1.91,2144.55,2146.46,116820,55615,0.137,100,Rising
2023-09,2023,Q3,Ariana Grande,Pop,Colombia,Americas,4862805,1458841,3403964,4.98,7813.29,7818.27,184146,171754,0.326,100,Stable
2023-09,2023,Q3,Arctic Monkeys,Rock,Colombia,Americas,8030188,2409056,5621132,9.55,15296.02,15305.57,487085,144712,0.1,100,Rising
2023-09,2023,Q3,Taylor Swift,Pop,Colombia,Americas,1709603,512880,1196723,1.63,2162.78,2164.41,99197,18855,0.347,100,Stable
2023-09,2023,Q3,Olivia Rodrigo,Pop,Nigeria,Africa,1728354,311103,1417251,0.85,2496.0,2496.85,48527,70860,0.216,100,Rising
2023-09,2023,Q3,Twenty One Pilots,Rock,Nigeria,Africa,399343,71881,327462,0.25,763.24,763.49,9634,13392,0.129,49,Stable
2023-09,2023,Q3,Dua Lipa,Pop,Nigeria,Africa,2463826,443488,2020338,1.3,5865.32,5866.62,81993,46413,0.243,100,Rising
2023-09,2023,Q3,Frank Ocean,R&B,Nigeria,Africa,4039399,727091,3312308,2.24,9843.61,9845.85,166684,49387,0.133,100,Rising
2023-09,2023,Q3,Brent Faiyaz,R&B,Nigeria,Africa,942311,169615,772696,0.47,1476.22,1476.69,71646,13559,0.281,100,Rising
2023-09,2023,Q3,Asake,Afrobeats,Nigeria,Africa,5878135,1058064,4820071,3.21,6704.1,6707.31,341606,68915,0.348,100,Rising
2023-09,2023,Q3,Newjeans,K-Pop,Nigeria,Africa,1070830,192749,878081,0.51,2280.52,2281.03,64514,24188,0.227,62,Stable
2023-09,2023,Q3,The Weeknd,R&B/Pop,Nigeria,Africa,2695308,485155,2210153,1.54,5681.82,5683.36,191420,41378,0.203,100,Rising
2023-09,2023,Q3,Burna Boy,Afrobeats,Nigeria,Africa,8967371,1614126,7353245,4.83,20918.23,20923.06,416106,390051,0.214,100,Rising
2023-09,2023,Q3,Wizkid,Afrobeats,Nigeria,Africa,7560531,1360895,6199636,3.7,17279.8,17283.5,446161,299051,0.248,100,Rising
2023-09,2023,Q3,Billie Eilish,Pop,Nigeria,Africa,774741,139453,635288,0.43,1901.8,1902.23,44433,31069,0.132,98,Declining
2023-09,2023,Q3,Calvin Harris,Electronic,Nigeria,Africa,630939,113569,517370,0.39,958.06,958.45,12702,18903,0.247,74,Rising
2023-09,2023,Q3,Bad Bunny,Latin,South Africa,Africa,427648,119741,307907,0.48,787.74,788.22,19100,5848,0.247,72,Stable
2023-09,2023,Q3,J Balvin,Latin,South Africa,Africa,113562,31797,81765,0.14,88.7,88.84,7737,1757,0.128,72,Rising
2023-09,2023,Q3,Fred Again..,Electronic,South Africa,Africa,786194,220134,566060,0.99,1310.3,1311.29,29418,13299,0.193,48,Declining
2023-09,2023,Q3,Doja Cat,Pop,South Africa,Africa,1891915,529736,1362179,2.12,2354.73,2356.85,88530,27428,0.305,100,Stable
2023-09,2023,Q3,Blackpink,K-Pop,South Africa,Africa,3011268,843155,2168113,3.51,4326.44,4329.95,224567,113696,0.183,100,Rising
2023-09,2023,Q3,Drake,Hip-Hop,South Africa,Africa,1520347,425697,1094650,1.89,2086.41,2088.3,85651,65544,0.228,100,Stable
2023-09,2023,Q3,Arctic Monkeys,Rock,South Africa,Africa,2914128,815955,2098173,3.35,5955.34,5958.69,224332,127756,0.311,100,Rising
2023-09,2023,Q3,Post Malone,Hip-Hop,South Africa,Africa,1226619,343453,883166,1.22,2526.11,2527.33,55328,23595,0.293,100,Declining
2023-09,2023,Q3,Ed Sheeran,Pop,South Africa,Africa,4088587,1144804,2943783,4.69,6549.03,6553.72,156835,66278,0.248,100,Rising
2023-09,2023,Q3,Giveon,R&B,South Africa,Africa,3484558,975676,2508882,3.71,4967.0,4970.71,273500,141272,0.31,100,Rising
2023-09,2023,Q3,Disclosure,Electronic,South Africa,Africa,868891,243289,625602,1.07,1791.96,1793.03,39188,27847,0.325,87,Rising
2023-09,2023,Q3,Martin Garrix,Electronic,Kenya,Africa,2887793,433168,2454625,1.0,7017.13,7018.13,171702,42081,0.119,100,Rising
2023-09,2023,Q3,Miley Cyrus,Pop,Kenya,Africa,377057,56558,320499,0.16,425.06,425.22,20039,13867,0.301,93,Stable
2023-09,2023,Q3,Wizkid,Afrobeats,Kenya,Africa,2340336,351050,1989286,0.87,4054.08,4054.95,177697,62824,0.201,100,Rising
2023-09,2023,Q3,Sza,R&B,Kenya,Africa,3358573,503785,2854788,1.1,8546.77,8547.87,121505,52535,0.269,100,Stable
2023-09,2023,Q3,Disclosure,Electronic,Kenya,Africa,1953499,293024,1660475,0.64,1816.42,1817.06,116364,65505,0.259,81,Rising
2023-09,2023,Q3,Rema,Afrobeats,Kenya,Africa,6635977,995396,5640581,2.47,14560.13,14562.6,294913,181885,0.309,100,Rising
2023-09,2023,Q3,Taylor Swift,Pop,Kenya,Africa,437836,65675,372161,0.18,812.42,812.6,20527,8945,0.326,100,Stable
2023-09,2023,Q3,Coldplay,Rock,Kenya,Africa,985811,147871,837940,0.38,1687.24,1687.62,63028,47761,0.193,55,Stable
2023-09,2023,Q3,Brent Faiyaz,R&B,Kenya,Africa,1575632,236344,1339288,0.64,2946.28,2946.92,79444,50457,0.256,100,Rising
2023-09,2023,Q3,Giveon,R&B,Kenya,Africa,454742,68211,386531,0.16,696.24,696.4,19907,14480,0.238,100,Rising
2023-09,2023,Q3,Dua Lipa,Pop,Ghana,Africa,2466303,345282,2121021,0.8,5304.0,5304.8,90441,29693,0.212,100,Rising
2023-09,2023,Q3,Taylor Swift,Pop,Ghana,Africa,1170131,163818,1006313,0.33,2894.23,2894.56,48626,55765,0.255,100,Stable
2023-09,2023,Q3,Imagine Dragons,Rock,Ghana,Africa,2431765,340447,2091318,0.76,6176.51,6177.27,108058,58281,0.11,96,Stable
2023-09,2023,Q3,Paramore,Rock,Ghana,Africa,1364223,190991,1173232,0.44,1582.78,1583.22,41720,64923,0.32,72,Stable
2023-09,2023,Q3,J Balvin,Latin,Ghana,Africa,1625765,227607,1398158,0.51,3436.37,3436.88,70285,22806,0.186,54,Rising
2023-09,2023,Q3,Arctic Monkeys,Rock,Ghana,Africa,2700466,378065,2322401,0.91,4369.93,4370.84,78050,83070,0.332,100,Rising
2023-09,2023,Q3,Coldplay,Rock,Ghana,Africa,1070505,149870,920635,0.31,1602.3,1602.61,48949,25251,0.189,53,Stable
2023-09,2023,Q3,Billie Eilish,Pop,Ghana,Africa,485997,68039,417958,0.13,842.32,842.45,12976,10346,0.168,89,Declining
2023-09,2023,Q3,Nicki Minaj,Hip-Hop,Japan,Asia,274585,164751,109834,1.75,110.22,111.97,15386,12806,0.217,93,Stable
2023-09,2023,Q3,Giveon,R&B,Japan,Asia,4982077,2989246,1992831,32.15,2385.29,2417.44,177772,222877,0.088,95,Rising
2023-09,2023,Q3,Asake,Afrobeats,Japan,Asia,177319,106391,70928,0.94,107.14,108.08,12138,2867,0.081,74,Rising
2023-09,2023,Q3,Brent Faiyaz,R&B,Japan,Asia,132515,79509,53006,0.7,72.28,72.98,2671,3911,0.331,66,Rising
2023-09,2023,Q3,Karol G,Latin,Japan,Asia,2579749,1547849,1031900,12.77,1641.39,1654.16,114502,80843,0.211,89,Rising
2023-09,2023,Q3,Disclosure,Electronic,Japan,Asia,6921605,4152963,2768642,38.0,5677.77,5715.77,139765,155176,0.314,100,Rising
2023-09,2023,Q3,Newjeans,K-Pop,Japan,Asia,15095150,9057090,6038060,77.78,17366.8,17444.58,1174333,459721,0.207,100,Stable
2023-09,2023,Q3,Miley Cyrus,Pop,Japan,Asia,4919708,2951824,1967884,28.66,4986.06,5014.72,318536,85666,0.161,100,Stable
2023-09,2023,Q3,Drake,Hip-Hop,Japan,Asia,2897814,1738688,1159126,17.62,2464.76,2482.38,101382,104858,0.116,67,Stable
2023-09,2023,Q3,Kendrick Lamar,Hip-Hop,Japan,Asia,2837419,1702451,1134968,15.23,1246.27,1261.5,87518,97390,0.084,100,Rising
2023-09,2023,Q3,Calvin Harris,Electronic,South Korea,Asia,3490339,1919686,1570653,14.98,1623.91,1638.89,199848,157704,0.288,100,Rising
2023-09,2023,Q3,J. Cole,Hip-Hop,South Korea,Asia,1625176,893846,731330,8.14,973.19,981.33,46791,44059,0.266,79,Stable
2023-09,2023,Q3,Travis Scott,Hip-Hop,South Korea,Asia,4803821,2642101,2161720,18.76,2703.53,2722.29,328482,185398,0.115,80,Declining
2023-09,2023,Q3,Ariana Grande,Pop,South Korea,Asia,2908152,1599483,1308669,14.65,1999.71,2014.36,87244,92634,0.229,100,Stable
2023-09,2023,Q3,Kendrick Lamar,Hip-Hop,South Korea,Asia,1614599,888029,726570,7.67,978.27,985.94,69277,18137,0.303,100,Rising
2023-09,2023,Q3,Fred Again..,Electronic,South Korea,Asia,3946879,2170783,1776096,18.41,4663.66,4682.07,161297,167710,0.206,69,Declining
2023-09,2023,Q3,Imagine Dragons,Rock,South Korea,Asia,2808053,1544429,1263624,12.72,3632.9,3645.62,150368,28707,0.315,88,Stable
2023-09,2023,Q3,Harry Styles,Pop,South Korea,Asia,8046451,4425548,3620903,33.21,8593.48,8626.69,368321,282311,0.302,100,Stable
2023-09,2023,Q3,Coldplay,Rock,South Korea,Asia,1304176,717296,586880,5.51,790.66,796.17,61546,52818,0.101,49,Stable
2023-09,2023,Q3,Disclosure,Electronic,India,Asia,380491,83708,296783,0.15,871.03,871.18,25393,8342,0.091,100,Rising
2023-09,2023,Q3,Coldplay,Rock,India,Asia,901015,198223,702792,0.35,1989.09,1989.44,32003,35014,0.096,59,Stable
2023-09,2023,Q3,Olivia Rodrigo,Pop,India,Asia,3775931,830704,2945227,1.54,5298.34,5299.88,76035,64486,0.114,100,Rising
2023-09,2023,Q3,Burna Boy,Afrobeats,India,Asia,4936765,1086088,3850677,2.23,7664.92,7667.15,318814,119148,0.132,94,Rising
2023-09,2023,Q3,Fred Again..,Electronic,India,Asia,1365622,300436,1065186,0.67,2654.27,2654.94,50456,46458,0.118,71,Declining
2023-09,2023,Q3,H.E.R.,R&B,India,Asia,3980554,875721,3104833,1.84,7101.75,7103.59,100258,158165,0.136,79,Rising
2023-09,2023,Q3,J. Cole,Hip-Hop,India,Asia,5559376,1223062,4336314,2.48,8840.74,8843.22,279611,237177,0.348,94,Stable
2023-09,2023,Q3,The Weeknd,R&B/Pop,India,Asia,5042985,1109456,3933529,2.01,10668.92,10670.93,401124,191228,0.338,100,Rising
2023-09,2023,Q3,Travis Scott,Hip-Hop,India,Asia,4765314,1048369,3716945,1.78,8865.29,8867.07,264156,201981,0.091,97,Declining
2023-09,2023,Q3,Twenty One Pilots,Rock,India,Asia,3155772,694269,2461503,1.22,6123.83,6125.05,172814,76772,0.101,57,Stable
2023-09,2023,Q3,Stray Kids,K-Pop,India,Asia,9643948,2121668,7522280,4.14,11751.91,11756.05,231634,209609,0.159,100,Declining
2023-09,2023,Q3,Asake,Afrobeats,Indonesia,Asia,632846,126569,506277,0.36,1492.83,1493.19,48570,28589,0.348,66,Rising
2023-09,2023,Q3,Ed Sheeran,Pop,Indonesia,Asia,5691609,1138321,4553288,2.68,10063.17,10065.85,188951,174801,0.236,100,Rising
2023-09,2023,Q3,Fred Again..,Electronic,Indonesia,Asia,3956414,791282,3165132,2.06,8615.83,8617.89,101812,154992,0.157,77,Declining
2023-09,2023,Q3,Disclosure,Electronic,Indonesia,Asia,3823996,764799,3059197,1.98,9145.55,9147.53,214134,179990,0.149,100,Rising
2023-09,2023,Q3,21 Savage,Hip-Hop,Indonesia,Asia,3397402,679480,2717922,1.66,3358.34,3360.0,241429,43692,0.089,53,Declining
2023-09,2023,Q3,The Weeknd,R&B/Pop,Indonesia,Asia,3558256,711651,2846605,1.84,8432.82,8434.66,79874,108469,0.107,100,Rising
2023-09,2023,Q3,Burna Boy,Afrobeats,Indonesia,Asia,1278530,255706,1022824,0.58,1216.01,1216.59,45569,46910,0.1,97,Rising
2023-09,2023,Q3,Calvin Harris,Electronic,Indonesia,Asia,3009705,601941,2407764,1.28,5352.48,5353.76,235994,133141,0.148,100,Rising
2023-09,2023,Q3,Olivia Rodrigo,Pop,Indonesia,Asia,5650506,1130101,4520405,2.71,9632.64,9635.35,387434,86713,0.091,100,Rising
2023-09,2023,Q3,Travis Scott,Hip-Hop,Indonesia,Asia,320390,64078,256312,0.15,483.88,484.03,7284,9608,0.331,79,Declining
2023-09,2023,Q3,Stray Kids,K-Pop,Argentina,Latam,2331149,745967,1585182,2.31,4200.47,4202.78,143093,101436,0.184,68,Declining
2023-09,2023,Q3,Peso Pluma,Latin,Argentina,Latam,2748090,879388,1868702,3.11,2784.34,2787.45,166303,40511,0.267,100,Rising
2023-09,2023,Q3,Davido,Afrobeats,Argentina,Latam,1811977,579832,1232145,1.83,1985.39,1987.22,53269,55479,0.342,54,Rising
2023-09,2023,Q3,Calvin Harris,Electronic,Argentina,Latam,788651,252368,536283,0.9,1459.37,1460.27,16057,11604,0.231,82,Rising
2023-09,2023,Q3,Fred Again..,Electronic,Argentina,Latam,319532,102250,217282,0.39,534.73,535.12,18993,11371,0.326,52,Declining
2023-09,2023,Q3,Wizkid,Afrobeats,Argentina,Latam,808810,258819,549991,0.95,1554.3,1555.25,16920,39722,0.179,61,Rising
2023-09,2023,Q3,Twenty One Pilots,Rock,Argentina,Latam,705356,225713,479643,0.78,1342.64,1343.42,24415,10495,0.306,59,Stable
2023-09,2023,Q3,Miley Cyrus,Pop,Argentina,Latam,3092112,989475,2102637,3.1,5306.51,5309.61,151824,109821,0.341,86,Stable
2023-09,2023,Q3,Imagine Dragons,Rock,Argentina,Latam,2138223,684231,1453992,2.09,2514.79,2516.88,92987,39037,0.316,78,Stable
2023-09,2023,Q3,Frank Ocean,R&B,Argentina,Latam,3049025,975688,2073337,2.95,4588.88,4591.83,228663,146379,0.081,83,Rising
2023-09,2023,Q3,Tyla,Afrobeats,Chile,Latam,953374,324147,629227,1.19,1319.03,1320.22,34627,32176,0.17,53,Rising
2023-09,2023,Q3,Rauw Alejandro,Latin,Chile,Latam,9053908,3078328,5975580,11.63,16779.34,16790.97,334439,440016,0.248,100,Stable
2023-09,2023,Q3,Drake,Hip-Hop,Chile,Latam,2817160,957834,1859326,3.61,3666.94,3670.55,76409,137489,0.249,100,Stable
2023-09,2023,Q3,Taylor Swift,Pop,Chile,Latam,3458702,1175958,2282744,3.66,4775.07,4778.73,275356,112777,0.081,100,Stable
2023-09,2023,Q3,Brent Faiyaz,R&B,Chile,Latam,239289,81358,157931,0.26,200.89,201.15,11356,9196,0.243,71,Rising
2023-09,2023,Q3,21 Savage,Hip-Hop,Chile,Latam,1532859,521172,1011687,1.75,1159.36,1161.11,115201,44472,0.165,87,Declining
2023-09,2023,Q3,Post Malone,Hip-Hop,Chile,Latam,3269455,1111614,2157841,4.14,3729.05,3733.19,162734,128113,0.276,100,Declining
2023-09,2023,Q3,Giveon,R&B,Chile,Latam,236294,80339,155955,0.3,354.62,354.92,9405,11688,0.176,100,Rising
2023-09,2023,Q3,Lil Baby,Hip-Hop,Chile,Latam,94439,32109,62330,0.11,87.13,87.24,6318,3971,0.149,72,Declining
2023-09,2023,Q3,Rema,Afrobeats,Chile,Latam,1488828,506201,982627,1.7,1465.01,1466.71,59337,44566,0.147,49,Rising
2023-10,2023,Q4,Sza,R&B,Netherlands,Europe,3147336,2140188,1007148,18.8,1007.51,1026.31,175631,58082,0.083,91,Stable
2023-10,2023,Q4,Giveon,R&B,Netherlands,Europe,5418285,3684433,1733852,32.28,3006.91,3039.19,407885,184727,0.259,100,Rising
2023-10,2023,Q4,Davido,Afrobeats,Netherlands,Europe,4551909,3095298,1456611,29.94,3584.59,3614.53,175694,143012,0.349,100,Rising
2023-10,2023,Q4,Blackpink,K-Pop,Netherlands,Europe,5789506,3936864,1852642,42.63,2986.71,3029.34,152157,125403,0.189,100,Rising
2023-10,2023,Q4,Bts,K-Pop,Netherlands,Europe,1080768,734922,345846,8.05,630.65,638.7,32991,30748,0.232,88,Stable
2023-10,2023,Q4,Peso Pluma,Latin,Netherlands,Europe,2402341,1633591,768750,18.7,1916.1,1934.8,107834,113959,0.105,88,Rising
2023-10,2023,Q4,Asake,Afrobeats,Netherlands,Europe,1501514,1021029,480485,11.67,1430.18,1441.85,37088,60212,0.158,80,Rising
2023-10,2023,Q4,Wizkid,Afrobeats,Netherlands,Europe,6123965,4164296,1959669,39.81,2676.4,2716.21,199839,187272,0.241,100,Rising
2023-10,2023,Q4,Stray Kids,K-Pop,Netherlands,Europe,1793760,1219756,574004,10.44,786.7,797.14,101176,24139,0.348,73,Declining
2023-10,2023,Q4,The Weeknd,R&B/Pop,United Kingdom,Europe,1188176,772314,415862,7.69,832.25,839.94,60583,22572,0.219,100,Rising
2023-10,2023,Q4,Kendrick Lamar,Hip-Hop,United Kingdom,Europe,778859,506258,272601,5.61,756.51,762.12,47614,12770,0.233,100,Rising
2023-10,2023,Q4,Disclosure,Electronic,United Kingdom,Europe,3153917,2050046,1103871,19.84,1572.19,1592.03,134656,155613,0.275,100,Rising
2023-10,2023,Q4,Paramore,Rock,United Kingdom,Europe,6689727,4348322,2341405,39.12,5300.36,5339.48,523918,298147,0.176,100,Stable
2023-10,2023,Q4,Billie Eilish,Pop,United Kingdom,Europe,6811567,4427518,2384049,48.38,5528.38,5576.76,535726,291486,0.29,100,Declining
2023-10,2023,Q4,Lil Baby,Hip-Hop,United Kingdom,Europe,2427958,1578172,849786,15.25,1609.79,1625.04,65991,115364,0.335,68,Declining
2023-10,2023,Q4,Ed Sheeran,Pop,United Kingdom,Europe,7743292,5033139,2710153,46.16,4614.04,4660.2,503658,250938,0.338,100,Rising
2023-10,2023,Q4,Arctic Monkeys,Rock,United Kingdom,Europe,5573769,3622949,1950820,33.43,3895.3,3928.73,135288,141419,0.176,100,Rising
2023-10,2023,Q4,Travis Scott,Hip-Hop,United Kingdom,Europe,1404943,913212,491731,8.4,1053.96,1062.36,94135,41382,0.17,99,Declining
2023-10,2023,Q4,J. Cole,Hip-Hop,United Kingdom,Europe,1297541,843401,454140,8.74,486.05,494.79,63419,58898,0.273,100,Stable
2023-10,2023,Q4,Olivia Rodrigo,Pop,United Kingdom,Europe,1753263,1139620,613643,12.99,717.87,730.86,116816,35651,0.182,100,Rising
2023-10,2023,Q4,Twenty One Pilots,Rock,United Kingdom,Europe,6636839,4313945,2322894,38.32,5087.03,5125.35,472429,238452,0.174,100,Stable
2023-10,2023,Q4,Newjeans,K-Pop,Germany,Europe,924667,647266,277401,6.78,583.18,589.96,35734,23220,0.165,79,Stable
2023-10,2023,Q4,Martin Garrix,Electronic,Germany,Europe,7431825,5202277,2229548,45.84,2483.68,2529.52,538259,256551,0.162,100,Rising
2023-10,2023,Q4,Doja Cat,Pop,Germany,Europe,10035199,7024639,3010560,65.19,7194.09,7259.28,447466,435163,0.295,100,Stable
2023-10,2023,Q4,Twenty One Pilots,Rock,Germany,Europe,572647,400852,171795,4.07,363.25,367.32,37308,25310,0.145,100,Stable
2023-10,2023,Q4,Frank Ocean,R&B,Germany,Europe,4490205,3143143,1347062,29.4,1627.67,1657.07,152529,214721,0.205,100,Rising
2023-10,2023,Q4,J Balvin,Latin,Germany,Europe,1484628,1039239,445389,11.43,781.16,792.59,36566,51888,0.287,71,Rising
2023-10,2023,Q4,Sza,R&B,Germany,Europe,4539038,3177326,1361712,35.39,1692.55,1727.94,136847,132131,0.335,90,Stable
2023-10,2023,Q4,Nicki Minaj,Hip-Hop,Germany,Europe,2194371,1536059,658312,13.73,985.05,998.78,166353,38167,0.268,100,Stable
2023-10,2023,Q4,Coldplay,Rock,Sweden,Europe,1807108,1301117,505991,12.52,730.21,742.73,49043,65023,0.282,100,Stable
2023-10,2023,Q4,J. Cole,Hip-Hop,Sweden,Europe,1762731,1269166,493565,14.21,816.4,830.61,103878,66122,0.219,100,Stable
2023-10,2023,Q4,Arctic Monkeys,Rock,Sweden,Europe,6675986,4806709,1869277,44.82,4946.69,4991.51,463813,170632,0.11,100,Rising
2023-10,2023,Q4,H.E.R.,R&B,Sweden,Europe,1823974,1313261,510713,13.71,914.37,928.08,63531,90000,0.148,89,Rising
2023-10,2023,Q4,Blackpink,K-Pop,Sweden,Europe,1121492,807474,314018,8.52,784.56,793.08,60412,50390,0.165,100,Rising
2023-10,2023,Q4,Disclosure,Electronic,Sweden,Europe,9141352,6581773,2559579,63.11,6230.62,6293.73,354634,151091,0.236,100,Rising
2023-10,2023,Q4,Miley Cyrus,Pop,Sweden,Europe,3078887,2216798,862089,23.27,1428.82,1452.09,142887,41167,0.143,100,Stable
2023-10,2023,Q4,Rema,Afrobeats,Sweden,Europe,1431991,1031033,400958,11.35,729.35,740.7,89642,29017,0.168,96,Rising
2023-10,2023,Q4,Post Malone,Hip-Hop,France,Europe,1184448,734357,450091,6.37,1091.57,1097.94,37321,32011,0.13,91,Declining
2023-10,2023,Q4,Twenty One Pilots,Rock,France,Europe,4469283,2770955,1698328,30.68,3716.52,3747.2,188273,75717,0.256,99,Stable
2023-10,2023,Q4,Burna Boy,Afrobeats,France,Europe,4804488,2978782,1825706,25.58,3216.38,3241.96,306278,120768,0.082,93,Rising
2023-10,2023,Q4,Ed Sheeran,Pop,France,Europe,8422197,5221762,3200435,53.11,5161.41,5214.52,403961,163796,0.125,100,Rising
2023-10,2023,Q4,Bts,K-Pop,France,Europe,2399086,1487433,911653,15.67,1750.23,1765.9,59774,25716,0.169,74,Stable
2023-10,2023,Q4,Newjeans,K-Pop,France,Europe,398458,247043,151415,2.46,170.89,173.35,27815,13058,0.095,71,Stable
2023-10,2023,Q4,Fred Again..,Electronic,France,Europe,6406763,3972193,2434570,38.07,4132.31,4170.38,178820,298122,0.088,100,Declining
2023-10,2023,Q4,Billie Eilish,Pop,France,Europe,6497328,4028343,2468985,36.33,6385.91,6422.24,461931,119866,0.273,100,Declining
2023-10,2023,Q4,J Balvin,Latin,France,Europe,4088513,2534878,1553635,26.55,4524.86,4551.41,293774,78331,0.327,85,Rising
2023-10,2023,Q4,Rema,Afrobeats,France,Europe,2952531,1830569,1121962,15.75,1600.24,1615.99,73003,42125,0.084,98,Rising
2023-10,2023,Q4,Disclosure,Electronic,France,Europe,4621847,2865545,1756302,31.53,2470.84,2502.37,365866,215643,0.243,100,Rising
2023-10,2023,Q4,Fred Again..,Electronic,Ireland,Europe,5306563,3396200,1910363,29.67,4617.21,4646.88,342611,171714,0.138,100,Declining
2023-10,2023,Q4,21 Savage,Hip-Hop,Ireland,Europe,805143,515291,289852,4.88,800.06,804.94,50496,33359,0.289,65,Declining
2023-10,2023,Q4,Calvin Harris,Electronic,Ireland,Europe,4347032,2782100,1564932,29.76,4126.93,4156.69,172257,96526,0.308,100,Rising
2023-10,2023,Q4,Sza,R&B,Ireland,Europe,2942507,1883204,1059303,19.3,3162.3,3181.6,112096,138948,0.167,87,Stable
2023-10,2023,Q4,Drake,Hip-Hop,Ireland,Europe,1130255,723363,406892,6.27,917.23,923.5,74189,32648,0.108,86,Stable
2023-10,2023,Q4,Newjeans,K-Pop,Ireland,Europe,1537062,983719,553343,9.03,1009.53,1018.56,61801,55673,0.346,73,Stable
2023-10,2023,Q4,Ed Sheeran,Pop,Ireland,Europe,9862099,6311743,3550356,59.42,7050.71,7110.13,583066,178411,0.27,100,Rising
2023-10,2023,Q4,Peso Pluma,Latin,Ireland,Europe,2144054,1372194,771860,12.53,1334.1,1346.63,85314,41677,0.348,95,Rising
2023-10,2023,Q4,Kendrick Lamar,Hip-Hop,Spain,Europe,6051668,3328417,2723251,29.45,7383.08,7412.53,132688,293964,0.193,100,Rising
2023-10,2023,Q4,Imagine Dragons,Rock,Spain,Europe,1667678,917222,750456,9.95,2205.34,2215.29,110352,51245,0.303,100,Stable
2023-10,2023,Q4,Giveon,R&B,Spain,Europe,6356364,3496000,2860364,34.99,7239.18,7274.17,318219,262519,0.111,100,Rising
2023-10,2023,Q4,Fred Again..,Electronic,Spain,Europe,6132223,3372722,2759501,35.31,4883.69,4919.0,319034,135932,0.22,100,Declining
2023-10,2023,Q4,Miley Cyrus,Pop,Spain,Europe,2646034,1455318,1190716,15.66,1799.95,1815.61,136702,59743,0.141,100,Stable
2023-10,2023,Q4,Blackpink,K-Pop,Spain,Europe,3944399,2169419,1774980,20.32,3891.65,3911.97,184512,155068,0.087,100,Rising
2023-10,2023,Q4,Asake,Afrobeats,Spain,Europe,2807268,1543997,1263271,15.76,1302.05,1317.81,206368,131463,0.278,71,Rising
2023-10,2023,Q4,Dua Lipa,Pop,Spain,Europe,4077659,2242712,1834947,25.31,2416.75,2442.06,195520,92197,0.176,100,Rising
2023-10,2023,Q4,Post Malone,Hip-Hop,Spain,Europe,3667147,2016930,1650217,21.74,3851.31,3873.05,118195,144365,0.214,91,Declining
2023-10,2023,Q4,Post Malone,Hip-Hop,Italy,Europe,262599,136551,126048,1.23,238.07,239.3,10114,7176,0.148,100,Declining
2023-10,2023,Q4,Olivia Rodrigo,Pop,Italy,Europe,9277737,4824423,4453314,42.95,11795.83,11838.78,487549,456259,0.194,100,Rising
2023-10,2023,Q4,J. Cole,Hip-Hop,Italy,Europe,5448716,2833332,2615384,26.3,6580.57,6606.87,319885,205993,0.196,100,Stable
2023-10,2023,Q4,Rema,Afrobeats,Italy,Europe,3873314,2014123,1859191,21.43,3031.16,3052.59,230519,123230,0.346,100,Rising
2023-10,2023,Q4,Brent Faiyaz,R&B,Italy,Europe,1461114,759779,701335,7.52,1338.78,1346.3,106926,46102,0.272,85,Rising
2023-10,2023,Q4,Dua Lipa,Pop,Italy,Europe,10564987,5493793,5071194,51.53,12054.57,12106.1,571838,289139,0.273,100,Rising
2023-10,2023,Q4,Nicki Minaj,Hip-Hop,Italy,Europe,3884330,2019851,1864479,22.52,3441.1,3463.62,277044,160500,0.3,100,Stable
